config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
bf8866ab4036,0.9,0.2,0.6,1e-10,0.17109579413109202,0.020256235989524172,0.16183999067553517,0.009388407654164894,5
20d37f6f5acf,0.9,0.2,0.7,1e-10,0.1440346138174507,0.01964888923651356,0.1259101460370192,0.008061268104508948,5
ed9cbcae5f86,0.9,0.2,0.8,1e-10,0.12025594982868568,0.02296111075136636,0.10154289234293915,0.007385487099549567,5
0292ac89d7b8,0.9,0.2,0.9,1e-08,0.11423482592726317,0.026160693067743792,0.0955177392760778,0.010329268484962177,5
5033ae01f908,0.9,0.2,1.0,1e-10,0.12267770045402704,0.032517888841208334,0.0975643783763657,0.011635814858307407,5
4cf2b39e2665,0.9,0.3,0.5,1e-10,0.19416110066419545,0.022479186666077695,0.19296749430328317,0.016170996600876196,5
368e64069d5f,0.9,0.3,0.6,1e-10,0.17707322763913028,0.02172104434959119,0.16921304168792992,0.011326876254384199,5
f669676d58af,0.9,0.3,0.7,1e-10,0.15601413532432323,0.021605441283203543,0.13819987191669925,0.007763504226362555,5
a47504a75fde,0.9,0.3,0.8,1e-10,0.12164634119968558,0.024032770697565,0.10347975298906872,0.0075143524128288815,5
8246ed9a8b68,0.9,0.3,0.9,1e-10,0.11675862152478862,0.027170833124316524,0.0975543026943564,0.011515288812846736,5
e74399494040,0.9,0.3,1.0,1e-10,0.12870510054677525,0.03195126032107329,0.10119567734417081,0.01267337774425603,5
974a39a7bc80,0.9,0.4,0.5,1e-10,0.1979075173672648,0.023499210105975814,0.19604783526134711,0.01564688752267224,5
5cdb0551167b,0.9,0.4,0.6,1e-10,0.18292810500419682,0.023455429248704696,0.17545862331759848,0.01214768537290542,5
ce0331293b2e,0.9,0.4,0.7,1e-08,0.1648475317268884,0.022649986974884764,0.1475192868931464,0.0067774806454655445,5
83b90ec6a3a2,0.9,0.4,0.8,1e-10,0.125012039766414,0.02498345564043832,0.10646338282541315,0.006736216083373847,5
7cfedd757ff7,0.9,0.4,0.9,1e-10,0.11992446275990114,0.028812324564213298,0.10002429098050554,0.012479559901177504,5
e3f517fda7c3,0.9,0.4,1.0,1e-06,0.13539664804413215,0.032491217929857055,0.1062800941196543,0.01420152263677074,5
7596c4498d94,1.0,0.05,0.5,1e-10,0.18772915301655152,0.027164382720483413,0.18311488027646833,0.012499611807033503,5
5a90ec51096c,1.0,0.05,0.6,1e-10,0.16150506674428627,0.01866858625611448,0.15455802931513477,0.01187158698297603,5
8d636eb32b9d,1.0,0.05,0.7,1e-10,0.12497596276137202,0.018579941979570677,0.11167544369134522,0.00946291814553752,5
31ed3fdf679f,1.0,0.05,0.8,1e-10,0.1162419766012742,0.022186078967806392,0.1017675862605841,0.010659865052881063,5
2e460f1e65c7,1.0,0.05,0.9,1e-10,0.11424413499829238,0.02001879780291959,0.09500411846859672,0.014680676741893736,5
92bfaaea8b8b,1.0,0.05,1.0,1e-10,0.15632036470074467,0.03354282525702,0.1325350949089314,0.027296793503380497,5
28ab2bffee5c,1.0,0.1,0.5,1e-10,0.1847856501983091,0.021007106033884757,0.1821418977906652,0.013462488924574469,5
