task,task_global_rank,design_name,reservoir_type,config_id,spectral_radius,input_scaling,leak_rate,task_val_metric,task_test_metric,global_aggregate_rank,aggregate_rank_within_design,rank_narma10_within_design,rank_mg_within_design,rank_mc_within_design,global_rank_narma10,global_rank_mg,global_rank_mc,n_seeds,narma10_val_nmse_mean,narma10_val_nmse_std,narma10_test_nmse_mean,narma10_test_nmse_std,mg_val_nmse_mean,mg_val_nmse_std,mg_test_nmse_mean,mg_test_nmse_std,mc_total_mean,mc_total_std
narma10,72,region_selection_multitask_v1,random_sparse,6129c7438c4a,1.4,1.0,0.9,0.3182390700005541,0.33534837636990755,53.0,53.0,72,38,49,72,38,49,7,0.3182390700005541,0.11569808205199024,0.33534837636990755,0.13978479749403433,0.059475286411159366,0.01262845801770071,0.057129616931549575,0.011746866635686321,11.32955894739791,0.8795586779399667
narma10,73,region_selection_multitask_v1,random_sparse,059a4ddb8c9d,1.4,1.0,0.3,0.3284461243377347,0.3301906473927079,53.666666666666664,53.666666666666664,73,4,84,73,4,84,7,0.3284461243377347,0.03426203101792864,0.3301906473927079,0.06009593387701957,0.013649211924957102,0.004521063447736443,0.011701333270252152,0.003917892515380871,7.105035626177717,1.059938803435015
narma10,74,region_selection_multitask_v1,random_sparse,7fc835c6d77b,1.4,0.8,0.3,0.33007031248065705,0.48462914103322735,55.333333333333336,55.333333333333336,74,5,87,74,5,87,7,0.33007031248065705,0.04451672661284942,0.48462914103322735,0.38664400165084073,0.013924622548861268,0.003648276014190012,0.011516700131517562,0.003639988714852714,6.784304988682453,2.030946370868137
narma10,75,region_selection_multitask_v1,random_sparse,e6e9dced9e62,1.2,0.8,1.0,0.345116181495273,0.346069074290076,51.333333333333336,51.333333333333336,75,44,35,75,44,35,7,0.345116181495273,0.07471598803978187,0.346069074290076,0.08215555407921842,0.06472481015633512,0.00897127361660725,0.061227910859133185,0.008925510018613905,13.414143824676822,0.8442493204157511
narma10,76,region_selection_multitask_v1,random_sparse,be2e8a4ee404,1.2,1.5,1.0,0.35625447768447466,0.3553414627094679,59.333333333333336,59.333333333333336,76,39,63,76,39,63,7,0.35625447768447466,0.07444155404382066,0.3553414627094679,0.059602734295647844,0.06042212521615228,0.007098842848872882,0.057746589731789755,0.009492370250401368,9.348653446323967,0.6168828740189746
narma10,77,region_selection_multitask_v1,random_sparse,187106bc8e1a,1.4,0.8,0.9,0.3569124183423787,0.36776836168044796,56.333333333333336,56.333333333333336,77,50,42,77,50,42,7,0.3569124183423787,0.15043562714021008,0.36776836168044796,0.18002035841669817,0.07947425805267129,0.06542991756406569,0.06950075530568894,0.041986967338948786,11.88712525872968,1.1735227140022475
narma10,78,region_selection_multitask_v1,random_sparse,0b39d236e987,1.2,1.0,1.0,0.3582457057189676,0.3392102855950353,53.333333333333336,53.333333333333336,78,41,41,78,41,41,7,0.3582457057189676,0.08292406865557302,0.3392102855950353,0.07556759789320884,0.06218967723500413,0.0042208189945383825,0.060081495480137755,0.010044225596413103,11.9814572765235,0.7441010744239371
narma10,79,region_selection_multitask_v1,random_sparse,b07b757cf213,1.4,1.5,0.3,0.36530846797481703,0.3270156999069652,54.0,54.0,79,1,82,79,1,82,7,0.36530846797481703,0.07880774673590318,0.3270156999069652,0.04825640670241048,0.011941754529942727,0.005248840684232716,0.010960156964727552,0.0048187978432123624,7.367679021750673,1.1033464663586112
narma10,80,region_selection_multitask_v1,random_sparse,ed7e2675860c,1.4,0.4,0.3,0.3683289231720222,0.3602250069150491,74.33333333333333,74.33333333333333,80,57,86,80,57,86,7,0.3683289231720222,0.08303870905402272,0.3602250069150491,0.10142923895421095,0.10595570749199679,0.11672421608422102,0.08096537418972585,0.09683403804870187,6.93888142349323,2.096696866245169
narma10,81,region_selection_multitask_v1,random_sparse,8eed166159b2,1.5,1.5,0.9,0.3733372840813726,0.3605582065993084,61.0,61.0,81,40,62,81,40,62,7,0.3733372840813726,0.12180183164910761,0.3605582065993084,0.10505642832182382,0.0606257235262979,0.010627924457309174,0.05879972815251523,0.01573847275793681,9.356374798903312,0.5721418662806277
narma10,82,region_selection_multitask_v1,random_sparse,96d27010fc4a,1.4,0.4,0.9,0.4431992125862526,0.4775860674054325,69.66666666666667,69.66666666666667,82,88,39,82,88,39,7,0.4431992125862526,0.2548331071152757,0.4775860674054325,0.3083022189346551,0.529741466243474,0.8451484184852894,0.3075164531740406,0.37569971120235685,12.396194887579524,1.1583067555700735
narma10,83,region_selection_multitask_v1,random_sparse,1aac9adfecfb,1.4,1.5,1.0,0.49780680337184796,0.509382551332788,61.666666666666664,61.666666666666664,83,43,59,83,43,59,7,0.49780680337184796,0.0829337620953965,0.509382551332788,0.07709559159303941,0.06453916016083636,0.009077587330659415,0.06246695260509479,0.01337583013562024,9.475059146707153,0.5997888943839845
narma10,84,region_selection_multitask_v1,random_sparse,1ac90ce26b5e,1.4,1.0,1.0,0.5377617496293651,0.5585063877049802,64.33333333333333,64.33333333333333,84,59,50,84,59,50,7,0.5377617496293651,0.09700456608858597,0.5585063877049802,0.13766483136342655,0.11478307419973151,0.10361216843203305,0.10989502983636609,0.0864200317735517,11.26006894540331,0.6657254192948733
narma10,85,region_selection_multitask_v1,random_sparse,5e0505e840f1,1.5,1.5,1.0,0.5853173375302866,0.5845321992338331,65.66666666666667,65.66666666666667,85,48,64,85,48,64,7,0.5853173375302866,0.11936380984481891,0.5845321992338331,0.10583208468326516,0.07141177599303666,0.01451592220894064,0.0715856051613448,0.01884505689180716,9.34557559620883,0.5780669201139708
narma10,86,region_selection_multitask_v1,random_sparse,cb8f7f02c51c,1.4,0.4,1.0,2.4416999771652224,2.3363432207267243,75.0,75.0,86,87,52,86,87,52,7,2.4416999771652224,4.3681662525341975,2.3363432207267243,3.597233811079271,0.32855334445221784,0.1721561643047901,0.32921398187178924,0.17083260965176336,10.81786126552865,1.6672937999212005
narma10,87,region_selection_multitask_v1,random_sparse,473669236861,1.4,0.8,1.0,2.9123333240374434,2.5395877294258495,72.0,72.0,87,86,43,87,86,43,7,2.9123333240374434,5.793273486036308,2.5395877294258495,4.7838263395309095,0.32772340843029774,0.4961076386091062,0.1222230133885753,0.0543502158627106,11.699202023543753,0.8774793838323955
narma10,88,region_selection_multitask_v1,random_sparse,93c5d6217e98,1.2,0.4,1.0,3.802471830385888,3.298946102370298,63.666666666666664,63.666666666666664,88,69,34,88,69,34,7,3.802471830385888,8.60647459317201,3.298946102370298,7.377167054117523,0.1684462196208249,0.10367885801702316,0.15401659488555702,0.08614050861986244,15.450681498345064,1.2855951374134198
