config_id,spectral_radius,input_scaling,leak_rate,narma10_val_nmse_mean,narma10_val_nmse_std,narma10_test_nmse_mean,narma10_test_nmse_std,mg_val_nmse_mean,mg_val_nmse_std,mg_test_nmse_mean,mg_test_nmse_std,mc_total_mean,mc_total_std,rank_narma10,rank_mg,rank_mc,aggregate_rank,n_seeds
3d29e97f411f,0.9,0.05,1.0,0.12110810183155155,0.034757472570246216,0.1005640335713309,0.014261992047856768,9.536118111901051e-12,2.862279450256805e-12,9.345435625804268e-12,3.0762391432341555e-12,30.556051137514924,0.7612579760633488,23,105,2,43.333333333333336,5
7712fc84886e,0.8,0.1,1.0,0.12776504966065333,0.03780824267851577,0.10674173700248564,0.01625254296511421,5.511772114184045e-12,5.883654119710015e-13,5.145347676555626e-12,3.524100519054753e-13,22.79845193735323,0.5619434739344551,39,72,19,43.333333333333336,5
6dc78acfb100,0.8,0.3,1.0,0.13266117895083462,0.03515528457374094,0.10800263648462041,0.014878958112251718,1.3563588673462986e-12,3.4225957376851725e-13,1.365063846278133e-12,4.949934701508656e-13,17.121200820671742,0.47273885410056443,47,6,81,44.666666666666664,5
2d6414c08afe,1.0,0.1,0.8,0.11245201095485062,0.022765820589560306,0.09966489100520369,0.011799156910746001,1.0926774340794996e-11,1.0160497615242766e-11,4.957594941740406e-12,2.0483155720377816e-12,22.612513049648378,1.4899813451455175,2,113,21,45.333333333333336,5
097547e9077d,0.9,0.1,0.8,0.12050328321114938,0.02329313521857682,0.10089124900694599,0.00592510911972917,6.446070047481184e-12,1.979318927892298e-12,6.198222430434216e-12,2.050932866762422e-12,20.543972269989656,0.3929663492805852,22,81,35,46.0,5
f9fb2fa2e9af,1.0,0.4,0.8,0.12216687826080326,0.024429321323236657,0.10821063187075067,0.01019315577165662,1.535515510120118e-12,8.226968274824292e-13,1.2418872451953243e-12,5.254395373709474e-13,15.763086698235748,0.4924060429236743,26,9,103,46.0,5
a47504a75fde,0.9,0.3,0.8,0.12164634119968558,0.024032770697565,0.10347975298906872,0.0075143524128288815,2.033697173189806e-12,7.534995121370375e-13,1.8233919975079963e-12,6.935437025688837e-13,15.890572125360979,0.253126212749961,24,21,96,47.0,5
a041111b9a85,0.8,0.1,0.9,0.1247234399629461,0.03276792546865211,0.10662431127475769,0.012270560531245717,5.494314164791212e-12,4.3511264650439266e-13,5.1290044574137805e-12,3.5911726024530177e-13,19.710039660830052,0.4929777372162499,34,71,39,48.0,5
d9ecd148e6ac,0.8,0.3,0.9,0.12267627036176157,0.03128438599992751,0.10428536050438682,0.012154932529807415,1.8169097261494551e-12,5.170843311462283e-13,1.755763398060939e-12,7.217997452067879e-13,15.572565234295315,0.30580184744337624,28,15,106,49.666666666666664,5
fdf1c43a4fc3,1.0,0.1,0.7,0.12421832171300826,0.01603586667888585,0.11273912421535759,0.009786988187399969,6.578333528597079e-12,2.4703000608433007e-12,5.84144234098594e-12,2.3209958156747744e-12,20.3790827831353,1.1990369553151552,32,82,36,50.0,5
31ed3fdf679f,1.0,0.05,0.8,0.1162419766012742,0.022186078967806392,0.1017675862605841,0.010659865052881063,1.6651111019054015e-11,5.769802878124681e-12,1.24880143164311e-11,3.650835669844999e-12,25.085017846072,1.5494256972127884,11,131,11,51.0,5
74f5322906a7,1.0,0.15,0.8,0.11327139644502233,0.02282621548064985,0.10032784152863754,0.011429283786046676,1.1811528691134048e-11,1.7080180589368498e-11,2.9408872273671825e-12,1.3628737808543722e-12,20.708566308223254,1.2231548103386285,5,117,31,51.0,5
16217e21e3f8,0.9,0.05,0.9,0.12413780190017362,0.03255594140622037,0.10677371654814424,0.012438699279571738,1.1934899660204508e-11,3.879119473272152e-12,1.1846704131483711e-11,4.1718600654857876e-12,25.648851499039523,0.8072946699544423,31,118,9,52.666666666666664,5
4a5de2fdccd6,0.8,0.2,0.8,0.12176786318103879,0.0262857502659659,0.1021714118638302,0.00711348255772744,3.2159844445162117e-12,7.655573117805046e-13,2.9515086474858353e-12,9.36617660202625e-13,15.867832854217568,0.16299107143960795,25,41,97,54.333333333333336,5
dceacae1b13c,1.0,0.15,0.7,0.1303678939945146,0.01539787558393424,0.11825812101826325,0.009922206038765893,4.839974614974857e-12,2.3317473391999795e-12,3.654155954778259e-12,1.5422590163372801e-12,18.786703164872666,0.963191453935885,44,64,55,54.333333333333336,5
